Pregnant,Cohort,Country,Admin1,Admin2,S,C,M,G,I_latent,S_latent,N
FALSE,FALSE,Ecuador,Canar,NA,NA,NA,NA,0,NA,NA,252544.7754
FALSE,FALSE,Ecuador,Loja,NA,NA,NA,NA,0,NA,NA,485359.2732
FALSE,FALSE,Ecuador,Napo,NA,NA,NA,NA,0,NA,NA,112432.07
FALSE,FALSE,Ecuador,Carchi,NA,NA,NA,NA,0,NA,NA,171406.9238
FALSE,FALSE,Ecuador,Imbabura,NA,NA,NA,NA,0,NA,NA,436928.8985
FALSE,FALSE,Ecuador,Chimborazo,NA,NA,NA,NA,0,NA,NA,492079.4472
FALSE,FALSE,Ecuador,Tungurahua,NA,NA,NA,NA,0,NA,NA,543622.0705
FALSE,FALSE,Ecuador,Azuay,NA,NA,NA,NA,0,NA,NA,769603.6773
FALSE,FALSE,Ecuador,Zamora_Chinchipe,NA,NA,NA,NA,0,NA,NA,98831.75731
FALSE,FALSE,Ecuador,Pastaza,NA,NA,NA,NA,0,NA,NA,91041.59716
FALSE,FALSE,Ecuador,Morona_Santiago,NA,NA,NA,NA,0,NA,NA,160309.3023
